4.474818168466556667e-01,5.127016008457514484e-01
8.500737197228778186e-01,2.188178496772922310e-01
7.550389469136462584e-01,1.653094477754080693e-01
5.421925904584274925e-01,3.465031332139524856e-01
3.641206539299187139e-01,5.551937047774604395e-01
5.006707551214448770e-01,6.872933773411427083e-01
1.921529273829566120e-01,6.320701475434575833e-01
6.141049927436981193e-01,2.803850240796467164e-01
5.169786121878537921e-01,7.628767952141646269e-01
7.247594960704395461e-01,7.076646226622540503e-01
4.945964563530566016e-01,5.957372387814567904e-01
6.170375438973763060e-01,6.752282676437701969e-01
8.004312031200646604e-01,3.603281345218789511e-01
3.324836319230412562e-01,7.620627011269347495e-01
1.789396457978560118e-01,6.749864734272192912e-01
8.236245205379280065e-01,1.526234371356349762e-01
6.923236634136025192e-01,3.652537882798252422e-01
8.505840439132146269e-01,7.126401349864117662e-01
3.643500355858155793e-01,4.253678829668014472e-01
5.769343385382745826e-01,6.308812808522992199e-01
8.133388666810508205e-01,3.357804214673404397e-01
5.344157164144259786e-01,8.364789828528838012e-01
1.824199283256489612e-01,2.297987281184095676e-01
2.591117596455251304e-01,2.008712162885054053e-01
2.402930639421810566e-01,2.985450645188210128e-01
7.836015146125272501e-01,4.222860268085643076e-01
4.002821536662605761e-01,4.941271344416540146e-01
6.758922202354216147e-01,5.748634273434494180e-01
4.103635207268668261e-01,7.109475108306131386e-01
3.207446070447819153e-01,7.163182959695140184e-01
2.519059768349380946e-01,2.719654218249096811e-01
5.814926098142265687e-01,7.855369138873513624e-01
7.054520924607425858e-01,3.401433686015772895e-01
6.809703550694656826e-01,5.896679098448778245e-01
7.325416111235252270e-01,1.655812023599339267e-01
2.414248704312013105e-01,5.255306586425689819e-01
4.830673246544503474e-01,5.328356214600884488e-01
7.132315050567088477e-01,3.381106539887543949e-01
8.049711742949761106e-01,4.844275275225311539e-01
6.042230491284138472e-01,8.299809623177674123e-01
4.777646477082688747e-01,2.255671388795116306e-01
1.571429023795895552e-01,2.148450412503766782e-01
6.819493885717400339e-01,2.938915919571545299e-01
3.949451477914084907e-01,1.609101762867345686e-01
1.932760877193131221e-01,2.803194658779702975e-01
3.202861096968843135e-01,7.585223522397883666e-01
1.680078959976227249e-01,7.150096679767614649e-01
7.655992358288556954e-01,7.687434451357408882e-01
3.540791592799368281e-01,4.250420774002471869e-01
2.107065519956907995e-01,2.500537980960553242e-01
3.759438958544288334e-01,6.031721074726708043e-01
3.824220982610758712e-01,3.814567195046263404e-01
6.204032985897323105e-01,5.364979647437441157e-01
3.096070137935313382e-01,2.109084618824083601e-01
7.048027386432611507e-01,3.241649903150425338e-01
3.243047471503841539e-01,4.887320646499815346e-01
8.446590968313967274e-01,2.533074856765901162e-01
3.592496182305222052e-01,8.407075893559976532e-01
6.385742736650203977e-01,1.476132266763324485e-01
5.582638748453017108e-01,3.469708708101478800e-01
3.600649210227995223e-01,3.923344481185514487e-01
8.128250535277861122e-01,8.375547056662477896e-01
5.901948580380822484e-01,7.207563393107296879e-01
1.955954068089438280e-01,1.765498028537679509e-01
5.972407312134293544e-01,3.887961423096009117e-01
6.395091072436220880e-01,7.149197693721753843e-01
8.010681965606927246e-01,3.290625438538108405e-01
7.973115344924397441e-01,3.422390525321952204e-01
6.617841640146109317e-01,7.896989703039205555e-01
5.556776795386269008e-01,5.189413193606327024e-01
4.845554643950260032e-01,4.352627953629349955e-01
4.330400419567407289e-01,5.006998283698085306e-01
2.626084802357180337e-01,5.656452159245581868e-01
7.723355562719227407e-01,7.562298558402356097e-01
7.402691448352773929e-01,6.848281843156576176e-01
2.733338829933329439e-01,7.894386628767480207e-01
5.327742854873918077e-01,2.100515754137824709e-01
7.475534524547471360e-01,4.877689310127368283e-01
2.472117128400417307e-01,6.216209453262182549e-01
2.255692946642510743e-01,3.642991469369636914e-01
6.495520898151714295e-01,6.136746944758288969e-01
5.978234630961871687e-01,5.689719681823728337e-01
4.488024059491327877e-01,4.282840244223994897e-01
8.316905103095919571e-01,5.324723967734610319e-01
5.368706073310458571e-01,4.785941932023106138e-01
4.985292565113801921e-01,5.658635570904377854e-01
5.657947940440567480e-01,7.519438099340436388e-01
3.980285840128587327e-01,6.820062720107920029e-01
2.063529723390849779e-01,4.622354601683162367e-01
4.122328386778442155e-01,7.844516100385852120e-01
3.676624948219024969e-01,5.296801243181463725e-01
8.427418399284509753e-01,6.254376230615296128e-01
3.852932076583040488e-01,8.324158941952912727e-01
4.154848169044277895e-01,5.275188102004451096e-01
